"ENTITY_CD","ENTITY_NAME","YEAR","SUBJECT","NO_NYSTP","NYSESLAT_NO_NYSTP"
"412300010018","KERNAN ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"412300010018","KERNAN ELEMENTARY SCHOOL",2013,"Grade 6 ELA",3,3
"412300010022","JOHN F KENNEDY MIDDLE SCHOOL",2013,"Grade 7 ELA",3,3
"412300010022","JOHN F KENNEDY MIDDLE SCHOOL",2013,"Grade 8 ELA",5,5
"412300010023","SENATOR JAMES H DONOVAN MIDDLE SCHOOL",2013,"Grade 7 ELA",5,2
"412300010026","ROSCOE CONKLING ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"420303060000","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"420303060000","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"420303060010","NORTH SYRACUSE JUNIOR HIGH SCHOOL",2013,"Grade 8 ELA",1,1
"420303060011","ROXBORO ROAD MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"420401060000","EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"420401060010","PINE GROVE MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"420411060000","JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",2,2
"420411060000","JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"420411060000","JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"420411060000","JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"420411060004","TECUMSEH ELEMENTARY SCHOOL",2013,"Grade 4 ELA",2,2
"420411060005","JAMESVILLE-DEWITT MIDDLE SCHOOL",2013,"Grade 5 ELA",2,2
"420411060005","JAMESVILLE-DEWITT MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"420411060005","JAMESVILLE-DEWITT MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"420901060000","BALDWINSVILLE CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"420901060008","MAE E REYNOLDS SCHOOL",2013,"Grade 5 ELA",1,1
"421001060000","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"421001060000","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"421001060000","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"421001060000","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"421001060005","EAGLE HILL MIDDLE SCHOOL",2013,"Grade 5 ELA",1,1
"421001060006","WELLWOOD MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"421001060007","MOTT ROAD ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"421001060008","ENDERS ROAD ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"421800010000","SYRACUSE CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",16,16
"421800010000","SYRACUSE CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",16,16
"421800010000","SYRACUSE CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",19,19
"421800010000","SYRACUSE CITY SCHOOL DISTRICT",2013,"Grade 6 ELA",26,26
"421800010000","SYRACUSE CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",22,22
"421800010000","SYRACUSE CITY SCHOOL DISTRICT",2013,"Grade 8 ELA",19,19
"421800010008","EDWARD SMITH K-8 SCHOOL",2013,"Grade 3 ELA",1,1
"421800010008","EDWARD SMITH K-8 SCHOOL",2013,"Grade 5 ELA",1,1
"421800010008","EDWARD SMITH K-8 SCHOOL",2013,"Grade 6 ELA",2,2
"421800010008","EDWARD SMITH K-8 SCHOOL",2013,"Grade 7 ELA",3,3
"421800010010","ROBERTS K-8 SCHOOL",2013,"Grade 7 ELA",1,1
"421800010012","LEMOYNE ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"421800010012","LEMOYNE ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"421800010015","HUNTINGTON K-8 SCHOOL",2013,"Grade 6 ELA",1,1
"421800010015","HUNTINGTON K-8 SCHOOL",2013,"Grade 8 ELA",2,2
"421800010020","DANFORTH MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"421800010020","DANFORTH MIDDLE SCHOOL",2013,"Grade 7 ELA",3,3
"421800010020","DANFORTH MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"421800010021","FRANKLIN ELEMENTARY SCHOOL",2013,"Grade 3 ELA",2,2
"421800010021","FRANKLIN ELEMENTARY SCHOOL",2013,"Grade 4 ELA",4,4
"421800010021","FRANKLIN ELEMENTARY SCHOOL",2013,"Grade 5 ELA",2,2
"421800010022","FRAZER K-8 SCHOOL",2013,"Grade 3 ELA",1,1
"421800010022","FRAZER K-8 SCHOOL",2013,"Grade 5 ELA",1,1
"421800010022","FRAZER K-8 SCHOOL",2013,"Grade 6 ELA",2,2
"421800010022","FRAZER K-8 SCHOOL",2013,"Grade 8 ELA",1,1
"421800010025","HUGHES ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"421800010025","HUGHES ELEMENTARY SCHOOL",2013,"Grade 4 ELA",2,2
"421800010025","HUGHES ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"421800010025","HUGHES ELEMENTARY SCHOOL",2013,"Grade 6 ELA",4,4
"421800010025","HUGHES ELEMENTARY SCHOOL",2013,"Grade 7 ELA",3,3
"421800010025","HUGHES ELEMENTARY SCHOOL",2013,"Grade 8 ELA",1,1
"421800010027","PORTER ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"421800010027","PORTER ELEMENTARY SCHOOL",2013,"Grade 5 ELA",2,2
"421800010027","PORTER ELEMENTARY SCHOOL",2013,"Grade 6 ELA",2,2
"421800010028","SEYMOUR DUAL LANGUAGE ACADEMY",2013,"Grade 3 ELA",1,1
"421800010028","SEYMOUR DUAL LANGUAGE ACADEMY",2013,"Grade 4 ELA",1,1
"421800010028","SEYMOUR DUAL LANGUAGE ACADEMY",2013,"Grade 5 ELA",2,2
"421800010031","HURLBUT W SMITH K-8 SCHOOL",2013,"Grade 3 ELA",4,4
"421800010031","HURLBUT W SMITH K-8 SCHOOL",2013,"Grade 4 ELA",3,3
"421800010031","HURLBUT W SMITH K-8 SCHOOL",2013,"Grade 5 ELA",4,4
"421800010031","HURLBUT W SMITH K-8 SCHOOL",2013,"Grade 6 ELA",5,5
"421800010031","HURLBUT W SMITH K-8 SCHOOL",2013,"Grade 8 ELA",3,3
"421800010035","GRANT MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"421800010035","GRANT MIDDLE SCHOOL",2013,"Grade 7 ELA",5,5
"421800010035","GRANT MIDDLE SCHOOL",2013,"Grade 8 ELA",5,5
"421800010041","DELAWARE ACADEMY",2013,"Grade 5 ELA",2,2
"421800010043","WEBSTER ELEMENTARY SCHOOL",2013,"Grade 3 ELA",4,4
"421800010043","WEBSTER ELEMENTARY SCHOOL",2013,"Grade 4 ELA",3,3
"421800010043","WEBSTER ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"421800010048","LINCOLN MIDDLE SCHOOL",2013,"Grade 6 ELA",3,3
"421800010048","LINCOLN MIDDLE SCHOOL",2013,"Grade 7 ELA",6,6
"421800010048","LINCOLN MIDDLE SCHOOL",2013,"Grade 8 ELA",4,4
"421800010052","DR WEEKS ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"421800010052","DR WEEKS ELEMENTARY SCHOOL",2013,"Grade 4 ELA",2,2
"421800010052","DR WEEKS ELEMENTARY SCHOOL",2013,"Grade 5 ELA",2,2
"421800010060","WESTSIDE ACADEMY AT BLODGETT",2013,"Grade 6 ELA",4,4
"421800010060","WESTSIDE ACADEMY AT BLODGETT",2013,"Grade 7 ELA",1,1
"421800010060","WESTSIDE ACADEMY AT BLODGETT",2013,"Grade 8 ELA",1,1
"431301060000","PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"431301060003","MIDLAKES INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",1,1
"431701060000","VICTOR CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"431701060000","VICTOR CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"431701060001","VICTOR INTERMEDIATE SCHOOL",2013,"Grade 4 ELA",1,1
"431701060002","VICTOR JUNIOR HIGH SCHOOL",2013,"Grade 7 ELA",1,1
"440401060000","PINE BUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"440401060000","PINE BUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"440401060000","PINE BUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"440401060007","CIRCLEVILLE MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"440401060007","CIRCLEVILLE MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"440401060008","PAKANASINK ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"440601040000","GOSHEN CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"440601040004","C J HOOKER MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"440901040000","HIGHLAND FALLS CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"440901040000","HIGHLAND FALLS CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"440901040004","HIGHLAND FALLS INTERMEDIATE SCHOOL",2013,"Grade 6 ELA",1,1
"440901040004","HIGHLAND FALLS INTERMEDIATE SCHOOL",2013,"Grade 7 ELA",1,1
"441000010000","MIDDLETOWN CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",3,3
"441000010000","MIDDLETOWN CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",2,2
"441000010000","MIDDLETOWN CITY SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"441000010000","MIDDLETOWN CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",2,2
"441000010000","MIDDLETOWN CITY SCHOOL DISTRICT",2013,"Grade 8 ELA",4,4
"441000010006","WILLIAM A CARTER SCHOOL",2013,"Grade 3 ELA",2,2
"441000010006","WILLIAM A CARTER SCHOOL",2013,"Grade 4 ELA",1,1
"441000010010","MIDDLETOWN TWIN TOWERS MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"441000010010","MIDDLETOWN TWIN TOWERS MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"441000010010","MIDDLETOWN TWIN TOWERS MIDDLE SCHOOL",2013,"Grade 8 ELA",3,3
"441000010014","MONHAGEN MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"441000010014","MONHAGEN MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"441000010015","MAPLE HILL ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"441000010015","MAPLE HILL ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"441201060000","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"441201060002","CENTRAL VALLEY SCHOOL",2013,"Grade 4 ELA",1,1
"441301060000","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)",2013,"Grade 4 ELA",1,1
"441301060000","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)",2013,"Grade 8 ELA",1,1
"441301060006","VALLEY CENTRAL MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"441301060007","BEREA ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"441600010000","NEWBURGH CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"441600010005","GARDNERTOWN FUNDAMENTAL MAGNET SCHOOL",2013,"Grade 5 ELA",1,1
"442101060000","WARWICK VALLEY CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"442101060003","WARWICK VALLEY MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"480101060000","MAHOPAC CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"480101060000","MAHOPAC CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"480101060000","MAHOPAC CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"480101060000","MAHOPAC CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"480101060002","AUSTIN ROAD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"480101060004","MAHOPAC MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"480101060004","MAHOPAC MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"480101060005","LAKEVIEW ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"480102060000","CARMEL CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",3,3
"480102060000","CARMEL CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"480102060000","CARMEL CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"480102060007","GEORGE FISCHER MIDDLE SCHOOL",2013,"Grade 5 ELA",3,3
"480102060007","GEORGE FISCHER MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"480102060007","GEORGE FISCHER MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"480401040000","HALDANE CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"480401040001","HALDANE ELEMENTARY/MIDDLE SCHOOL",2013,"Grade 5 ELA",1,1
"480601060000","BREWSTER CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,
"480601060002","C V STARR INTERMEDIATE SCHOOL",2013,"Grade 3 ELA",1,
"490301060000","EAST GREENBUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"490301060000","EAST GREENBUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"490301060000","EAST GREENBUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",3,3
"490301060000","EAST GREENBUSH CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",2,2
"490301060002","BELL TOP SCHOOL",2013,"Grade 5 ELA",2,2
"490301060003","GREEN MEADOW SCHOOL",2013,"Grade 3 ELA",1,1
"490301060003","GREEN MEADOW SCHOOL",2013,"Grade 4 ELA",1,1
"490301060003","GREEN MEADOW SCHOOL",2013,"Grade 5 ELA",1,1
"490301060008","HOWARD L GOFF SCHOOL",2013,"Grade 7 ELA",2,2
"491700010000","TROY CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",2,2
"491700010000","TROY CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",3,3
"491700010000","TROY CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"491700010000","TROY CITY SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"491700010000","TROY CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",2,2
"491700010014","PS 14",2013,"Grade 3 ELA",1,1
"491700010014","PS 14",2013,"Grade 4 ELA",1,1
"491700010014","PS 14",2013,"Grade 5 ELA",1,1
"491700010018","PS 18",2013,"Grade 3 ELA",1,1
"491700010018","PS 18",2013,"Grade 4 ELA",2,2
"491700010020","CARROLL HILL SCHOOL",2013,"Grade 5 ELA",1,1
"491700010020","CARROLL HILL SCHOOL",2013,"Grade 6 ELA",1,1
"491700010021","W KENNETH DOYLE MIDDLE SCHOOL",2013,"Grade 7 ELA",2,2
"500101060000","CLARKSTOWN CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",2,2
"500101060000","CLARKSTOWN CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",2,2
"500101060000","CLARKSTOWN CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"500101060000","CLARKSTOWN CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"500101060002","BARDONIA ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"500101060008","NEW CITY ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"500101060010","WEST NYACK ELEMENTARY SCHOOL",2013,"Grade 3 ELA",2,2
"500101060022","FELIX FESTA DETERMINATION MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"500101060024","FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"500108030000","NANUET UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"500108030000","NANUET UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"500108030003","A MACARTHUR BARR MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"500108030003","A MACARTHUR BARR MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",2013,"Grade 3 ELA",4,4
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",2013,"Grade 4 ELA",11,11
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",2013,"Grade 5 ELA",8,8
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",2013,"Grade 6 ELA",10,9
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",2013,"Grade 7 ELA",8,9
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",2013,"Grade 8 ELA",11,11
"500201060008","JAMES A FARLEY ELEMENTARY SCHOOL",2013,"Grade 7 ELA",,1
"500201060009","NORTH ROCKLAND HIGH SCHOOL",2013,"Grade 8 ELA",2,2
"500201060010","HAVERSTRAW ELEMENTARY SCHOOL",2013,"Grade 4 ELA",11,11
"500201060010","HAVERSTRAW ELEMENTARY SCHOOL",2013,"Grade 5 ELA",8,8
"500201060010","HAVERSTRAW ELEMENTARY SCHOOL",2013,"Grade 6 ELA",10,9
"500201060012","WEST HAVERSTRAW ELEMENTARY SCHOOL",2013,"Grade 3 ELA",4,4
"500201060013","FIELDSTONE MIDDLE SCHOOL",2013,"Grade 7 ELA",8,8
"500201060013","FIELDSTONE MIDDLE SCHOOL",2013,"Grade 8 ELA",9,9
"500301060000","SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",3,3
"500301060000","SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"500301060008","SOUTH ORANGETOWN MIDDLE SCHOOL",2013,"Grade 6 ELA",3,3
"500301060008","SOUTH ORANGETOWN MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"500304030000","NYACK UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"500304030000","NYACK UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"500304030000","NYACK UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"500304030000","NYACK UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",5,5
"500304030000","NYACK UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"500304030002","LIBERTY ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"500304030002","LIBERTY ELEMENTARY SCHOOL",2013,"Grade 5 ELA",2,2
"500304030004","UPPER NYACK SCHOOL",2013,"Grade 3 ELA",1,1
"500304030007","NYACK MIDDLE SCHOOL",2013,"Grade 6 ELA",5,5
"500304030007","NYACK MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"500401060000","RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN)",2013,"Grade 3 ELA",1,1
"500401060000","RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN)",2013,"Grade 5 ELA",1,1
"500401060000","RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN)",2013,"Grade 6 ELA",1,1
"500401060000","RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN)",2013,"Grade 7 ELA",1,1
"500401060002","RICHARD P CONNOR ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"500401060010","MONTEBELLO ROAD SCHOOL",2013,"Grade 3 ELA",1,1
"500401060011","SUFFERN MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"500401060011","SUFFERN MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)",2013,"Grade 3 ELA",12,13
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)",2013,"Grade 4 ELA",8,7
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)",2013,"Grade 5 ELA",17,17
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)",2013,"Grade 6 ELA",12,12
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)",2013,"Grade 7 ELA",13,12
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)",2013,"Grade 8 ELA",5,5
"500402060001","FLEETWOOD ELEMENTARY SCHOOL",2013,"Grade 3 ELA",2,2
"500402060002","GRANDVIEW ELEMENTARY SCHOOL",2013,"Grade 3 ELA",3,4
"500402060003","HEMPSTEAD ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"500402060003","HEMPSTEAD ELEMENTARY SCHOOL",2013,"Grade 4 ELA",2,1
"500402060003","HEMPSTEAD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"500402060003","HEMPSTEAD ELEMENTARY SCHOOL",2013,"Grade 6 ELA",2,2
"500402060004","KAKIAT ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"500402060004","KAKIAT ELEMENTARY SCHOOL",2013,"Grade 5 ELA",6,6
"500402060004","KAKIAT ELEMENTARY SCHOOL",2013,"Grade 6 ELA",4,4
"500402060005","MARGETTS ELEMENTARY SCHOOL",2013,"Grade 3 ELA",5,5
"500402060010","SUMMIT PARK ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"500402060013","CHESTNUT RIDGE MIDDLE SCHOOL",2013,"Grade 7 ELA",5,5
"500402060013","CHESTNUT RIDGE MIDDLE SCHOOL",2013,"Grade 8 ELA",5,5
"500402060015","POMONA MIDDLE SCHOOL",2013,"Grade 7 ELA",8,7
"500402060016","ELMWOOD ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"500402060016","ELMWOOD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",3,3
"500402060016","ELMWOOD ELEMENTARY SCHOOL",2013,"Grade 6 ELA",1,1
"500402060019","LIME KILN ELEMENTARY SCHOOL",2013,"Grade 4 ELA",2,2
"500402060019","LIME KILN ELEMENTARY SCHOOL",2013,"Grade 5 ELA",3,3
"500402060019","LIME KILN ELEMENTARY SCHOOL",2013,"Grade 6 ELA",2,2
"500402060023","ELDORADO ELEMENTARY SCHOOL",2013,"Grade 4 ELA",2,2
"500402060023","ELDORADO ELEMENTARY SCHOOL",2013,"Grade 5 ELA",4,4
"500402060023","ELDORADO ELEMENTARY SCHOOL",2013,"Grade 6 ELA",3,3
"512001060000","MASSENA CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"512001060001","JEFFERSON ELEMENTARY SCHOOL",2013,"Grade 6 ELA",1,1
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"520101060001","FRANCIS L STEVENS ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"520302060000","SHENENDEHOWA CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",4,4
"520302060000","SHENENDEHOWA CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"520302060000","SHENENDEHOWA CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"520302060000","SHENENDEHOWA CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"520302060003","ARONGEN ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"520302060005","TESAGO ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"520302060005","TESAGO ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"520302060006","ORENDA ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"520302060007","KARIGON ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"520302060008","KODA MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"520302060009","GOWANA MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"521800010000","SARATOGA SPRINGS CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"521800010000","SARATOGA SPRINGS CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"521800010000","SARATOGA SPRINGS CITY SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"521800010009","DIVISION STREET ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"521800010015","MAPLE AVENUE MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"521800010015","MAPLE AVENUE MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"522001040002","STILLWATER ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"530202060000","SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"530202060007","SCOTIA-GLENVILLE MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"530515060000","ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"530515060005","PINEWOOD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",3,3
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",6,6
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT",2013,"Grade 6 ELA",4,5
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",2,2
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT",2013,"Grade 8 ELA",5,5
"530600010008","MARTIN LUTHER KING SCHOOL",2013,"Grade 6 ELA",1,1
"530600010008","MARTIN LUTHER KING SCHOOL",2013,"Grade 7 ELA",1,1
"530600010008","MARTIN LUTHER KING SCHOOL",2013,"Grade 8 ELA",1,1
"530600010011","LINCOLN SCHOOL",2013,"Grade 4 ELA",1,1
"530600010011","LINCOLN SCHOOL",2013,"Grade 5 ELA",1,1
"530600010013","PAIGE SCHOOL",2013,"Grade 5 ELA",1,1
"530600010013","PAIGE SCHOOL",2013,"Grade 6 ELA",1,1
"530600010014","PLEASANT VALLEY SCHOOL",2013,"Grade 4 ELA",1,1
"530600010014","PLEASANT VALLEY SCHOOL",2013,"Grade 6 ELA",1,1
"530600010018","JESSIE T ZOLLER SCHOOL",2013,"Grade 5 ELA",1,1
"530600010024","MONT PLEASANT MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"530600010024","MONT PLEASANT MIDDLE SCHOOL",2013,"Grade 8 ELA",4,4
