"ENTITY_CD","ENTITY_NAME","YEAR","SUBJECT","NO_NYSTP","NYSESLAT_NO_NYSTP"
"331900010089","PS 89 CYPRESS HILLS",2014,"Grade 3 ELA",2,2
"331900010089","PS 89 CYPRESS HILLS",2014,"Grade 8 ELA",2,2
"331900010089","PS 89 CYPRESS HILLS",2014,"Grade 5 ELA",2,2
"331900010089","PS 89 CYPRESS HILLS",2014,"Grade 7 ELA",1,1
"331900010108","PS 108 SAL ABBRACCIAMENTO",2014,"Grade 3 ELA",6,5
"331900010108","PS 108 SAL ABBRACCIAMENTO",2014,"Grade 4 ELA",4,4
"331900010108","PS 108 SAL ABBRACCIAMENTO",2014,"Grade 5 ELA",4,4
"331900010149","PS 149 DANNY KAYE",2014,"Grade 4 ELA",2,2
"331900010149","PS 149 DANNY KAYE",2014,"Grade 5 ELA",2,2
"331900010158","PS 158 WARWICK",2014,"Grade 5 ELA",2,2
"331900010159","PS 159 ISAAC PITKIN",2014,"Grade 3 ELA",8,8
"331900010159","PS 159 ISAAC PITKIN",2014,"Grade 4 ELA",1,1
"331900010159","PS 159 ISAAC PITKIN",2014,"Grade 5 ELA",8,7
"331900010166","JHS 166 GEORGE GERSHWIN",2014,"Grade 8 ELA",1,1
"331900010171","IS 171 ABRAHAM LINCOLN",2014,"Grade 8 ELA",8,8
"331900010171","IS 171 ABRAHAM LINCOLN",2014,"Grade 6 ELA",8,8
"331900010171","IS 171 ABRAHAM LINCOLN",2014,"Grade 7 ELA",9,8
"331900010174","PS 174 DUMONT",2014,"Grade 3 ELA",1,1
"331900010202","PS 202 ERNEST S JENKYNS",2014,"Grade 3 ELA",4,4
"331900010202","PS 202 ERNEST S JENKYNS",2014,"Grade 4 ELA",1,1
"331900010202","PS 202 ERNEST S JENKYNS",2014,"Grade 5 ELA",1,1
"331900010202","PS 202 ERNEST S JENKYNS",2014,"Grade 8 ELA",1,1
"331900010213","PS 213 NEW LOTS",2014,"Grade 3 ELA",1,1
"331900010213","PS 213 NEW LOTS",2014,"Grade 5 ELA",1,1
"331900010214","PS 214 MICHAEL FRIEDSAM",2014,"Grade 5 ELA",4,3
"331900010214","PS 214 MICHAEL FRIEDSAM",2014,"Grade 4 ELA",2,2
"331900010214","PS 214 MICHAEL FRIEDSAM",2014,"Grade 3 ELA",3,3
"331900010218","JHS 218 JAMES P SINNOTT",2014,"Grade 7 ELA",3,3
"331900010218","JHS 218 JAMES P SINNOTT",2014,"Grade 8 ELA",7,7
"331900010218","JHS 218 JAMES P SINNOTT",2014,"Grade 6 ELA",6,6
"331900010224","PS 224 HALE A WOODRUFF",2014,"Grade 3 ELA",1,1
"331900010290","PS 290 JUAN MOREL CAMPOS",2014,"Grade 4 ELA",2,2
"331900010292","JHS 292 MARGARET S DOUGLAS",2014,"Grade 6 ELA",3,3
"331900010292","JHS 292 MARGARET S DOUGLAS",2014,"Grade 7 ELA",2,2
"331900010292","JHS 292 MARGARET S DOUGLAS",2014,"Grade 8 ELA",2,2
"331900010302","JHS 302 RAFAEL CORDERO",2014,"Grade 7 ELA",13,12
"331900010302","JHS 302 RAFAEL CORDERO",2014,"Grade 8 ELA",12,12
"331900010311","ESSENCE SCHOOL",2014,"Grade 6 ELA",1,1
"331900010328","PS 328 PHYLLIS WHEATLEY",2014,"Grade 4 ELA",1,1
"331900010328","PS 328 PHYLLIS WHEATLEY",2014,"Grade 5 ELA",1,1
"331900010345","PS 345 PATROLMAN ROBERT BOLDEN",2014,"Grade 3 ELA",3,2
"331900010345","PS 345 PATROLMAN ROBERT BOLDEN",2014,"Grade 4 ELA",3,3
"331900010345","PS 345 PATROLMAN ROBERT BOLDEN",2014,"Grade 5 ELA",2,2
"331900010346","PS 346 ABE STARK",2014,"Grade 4 ELA",3,3
"331900010452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"331900010654","VAN SICLEN COMMUNITY MIDDLE SCHOOL",2014,"Grade 6 ELA",3,3
"331900010661","VISTA ACADEMY",2014,"Grade 6 ELA",7,7
"331900010662","LIBERTY AVENUE MIDDLE SCHOOL",2014,"Grade 6 ELA",4,3
"331900010677","EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE",2014,"Grade 5 ELA",1,1
"331900010677","EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE",2014,"Grade 4 ELA",1,1
"331900010677","EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE",2014,"Grade 3 ELA",1,1
"331900010678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",2014,"Grade 8 ELA",1,1
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Grade 3 ELA",107,103
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Grade 4 ELA",76,73
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Grade 5 ELA",70,68
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Grade 6 ELA",85,84
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Grade 7 ELA",99,98
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2014,"Grade 8 ELA",97,94
"332000010030","PS/IS 30 MARY WHITE OVINGTON",2014,"Grade 6 ELA",2,2
"332000010030","PS/IS 30 MARY WHITE OVINGTON",2014,"Grade 8 ELA",2,2
"332000010048","PS 48 MAPLETON",2014,"Grade 4 ELA",1,0
"332000010048","PS 48 MAPLETON",2014,"Grade 5 ELA",1,1
"332000010048","PS 48 MAPLETON",2014,"Grade 3 ELA",2,2
"332000010062","JHS 62 DITMAS",2014,"Grade 7 ELA",18,18
"332000010062","JHS 62 DITMAS",2014,"Grade 8 ELA",14,14
"332000010062","JHS 62 DITMAS",2014,"Grade 6 ELA",12,12
"332000010069","PS 69 VINCENT D GRIPPO SCHOOL",2014,"Grade 3 ELA",11,11
"332000010069","PS 69 VINCENT D GRIPPO SCHOOL",2014,"Grade 4 ELA",3,3
"332000010069","PS 69 VINCENT D GRIPPO SCHOOL",2014,"Grade 5 ELA",1,1
"332000010102","PS 102 THE BAYVIEW",2014,"Grade 3 ELA",6,6
"332000010102","PS 102 THE BAYVIEW",2014,"Grade 4 ELA",3,3
"332000010102","PS 102 THE BAYVIEW",2014,"Grade 5 ELA",10,8
"332000010104","PS/IS 104 THE FORT HAMILTON SCHOOL",2014,"Grade 4 ELA",4,4
"332000010104","PS/IS 104 THE FORT HAMILTON SCHOOL",2014,"Grade 8 ELA",1,1
"332000010104","PS/IS 104 THE FORT HAMILTON SCHOOL",2014,"Grade 7 ELA",5,5
"332000010104","PS/IS 104 THE FORT HAMILTON SCHOOL",2014,"Grade 6 ELA",1,1
"332000010104","PS/IS 104 THE FORT HAMILTON SCHOOL",2014,"Grade 3 ELA",4,4
"332000010104","PS/IS 104 THE FORT HAMILTON SCHOOL",2014,"Grade 5 ELA",3,3
"332000010105","PS 105 THE BLYTHEBOURNE",2014,"Grade 3 ELA",11,11
"332000010105","PS 105 THE BLYTHEBOURNE",2014,"Grade 4 ELA",5,5
"332000010105","PS 105 THE BLYTHEBOURNE",2014,"Grade 5 ELA",1,1
"332000010112","PS 112 LEFFERTS PARK",2014,"Grade 3 ELA",1,1
"332000010112","PS 112 LEFFERTS PARK",2014,"Grade 4 ELA",4,4
"332000010112","PS 112 LEFFERTS PARK",2014,"Grade 5 ELA",2,2
"332000010127","PS 127 MCKINLEY PARK",2014,"Grade 3 ELA",2,2
"332000010127","PS 127 MCKINLEY PARK",2014,"Grade 4 ELA",1,1
"332000010160","PS 160 WILLIAM T SAMPSON",2014,"Grade 3 ELA",11,11
"332000010160","PS 160 WILLIAM T SAMPSON",2014,"Grade 4 ELA",8,8
"332000010160","PS 160 WILLIAM T SAMPSON",2014,"Grade 5 ELA",5,5
"332000010163","PS 163 BATH BEACH",2014,"Grade 3 ELA",3,3
"332000010163","PS 163 BATH BEACH",2014,"Grade 4 ELA",2,2
"332000010163","PS 163 BATH BEACH",2014,"Grade 5 ELA",1,1
"332000010163","PS 163 BATH BEACH",2014,"Grade 6 ELA",1,1
"332000010163","PS 163 BATH BEACH",2014,"Grade 8 ELA",2,2
"332000010164","PS 164 CAESAR RODNEY",2014,"Grade 3 ELA",3,3
"332000010164","PS 164 CAESAR RODNEY",2014,"Grade 4 ELA",1,1
"332000010164","PS 164 CAESAR RODNEY",2014,"Grade 5 ELA",1,1
"332000010170","RALPH A FABRIZIO SCHOOL",2014,"Grade 4 ELA",5,5
"332000010170","RALPH A FABRIZIO SCHOOL",2014,"Grade 5 ELA",7,7
"332000010170","RALPH A FABRIZIO SCHOOL",2014,"Grade 3 ELA",5,5
"332000010176","PS 176 OVINGTON",2014,"Grade 4 ELA",4,3
"332000010176","PS 176 OVINGTON",2014,"Grade 5 ELA",4,4
"332000010176","PS 176 OVINGTON",2014,"Grade 3 ELA",4,4
"332000010179","PS 179 KENSINGTON",2014,"Grade 3 ELA",6,6
"332000010179","PS 179 KENSINGTON",2014,"Grade 4 ELA",4,4
"332000010179","PS 179 KENSINGTON",2014,"Grade 5 ELA",6,6
"332000010180","SEEALL ACADEMY (THE)",2014,"Grade 3 ELA",5,5
"332000010180","SEEALL ACADEMY (THE)",2014,"Grade 4 ELA",2,2
"332000010180","SEEALL ACADEMY (THE)",2014,"Grade 5 ELA",3,3
"332000010185","PS 185 WALTER KASSENBROCK",2014,"Grade 5 ELA",2,2
"332000010185","PS 185 WALTER KASSENBROCK",2014,"Grade 3 ELA",1,1
"332000010186","PS 186 DR IRVING A GLADSTONE",2014,"Grade 5 ELA",4,4
"332000010186","PS 186 DR IRVING A GLADSTONE",2014,"Grade 3 ELA",4,4
"332000010186","PS 186 DR IRVING A GLADSTONE",2014,"Grade 4 ELA",2,2
"332000010192","PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY",2014,"Grade 3 ELA",1,1
"332000010192","PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY",2014,"Grade 6 ELA",1,1
"332000010200","PS 200 BENSON SCHOOL",2014,"Grade 3 ELA",6,6
"332000010200","PS 200 BENSON SCHOOL",2014,"Grade 4 ELA",7,6
"332000010200","PS 200 BENSON SCHOOL",2014,"Grade 5 ELA",1,1
"332000010201","JHS 201 THE DYKER HEIGHTS",2014,"Grade 6 ELA",5,5
"332000010201","JHS 201 THE DYKER HEIGHTS",2014,"Grade 7 ELA",4,4
"332000010201","JHS 201 THE DYKER HEIGHTS",2014,"Grade 8 ELA",6,6
"332000010204","PS 204 VINCE LOMBARDI",2014,"Grade 3 ELA",4,3
"332000010204","PS 204 VINCE LOMBARDI",2014,"Grade 5 ELA",9,9
"332000010204","PS 204 VINCE LOMBARDI",2014,"Grade 4 ELA",4,4
"332000010205","PS 205 CLARION",2014,"Grade 3 ELA",1,1
"332000010205","PS 205 CLARION",2014,"Grade 4 ELA",2,2
"332000010205","PS 205 CLARION",2014,"Grade 5 ELA",1,1
"332000010220","JHS 220 JOHN J PERSHING",2014,"Grade 6 ELA",19,19
"332000010220","JHS 220 JOHN J PERSHING",2014,"Grade 7 ELA",11,11
"332000010220","JHS 220 JOHN J PERSHING",2014,"Grade 8 ELA",22,20
"332000010223","JHS 223 THE MONTAUK",2014,"Grade 6 ELA",18,18
"332000010223","JHS 223 THE MONTAUK",2014,"Grade 7 ELA",7,7
"332000010223","JHS 223 THE MONTAUK",2014,"Grade 8 ELA",15,14
"332000010227","JHS 227 EDWARD B SHALLOW",2014,"Grade 6 ELA",17,16
"332000010227","JHS 227 EDWARD B SHALLOW",2014,"Grade 7 ELA",30,29
"332000010227","JHS 227 EDWARD B SHALLOW",2014,"Grade 8 ELA",21,21
"332000010229","PS 229 DYKER",2014,"Grade 3 ELA",2,2
"332000010229","PS 229 DYKER",2014,"Grade 7 ELA",1,1
"332000010247","PS 247",2014,"Grade 3 ELA",3,2
"332000010247","PS 247",2014,"Grade 4 ELA",3,3
"332000010247","PS 247",2014,"Grade 5 ELA",2,2
"332000010259","JHS 259 WILLIAM MCKINLEY",2014,"Grade 6 ELA",8,8
"332000010259","JHS 259 WILLIAM MCKINLEY",2014,"Grade 7 ELA",22,22
"332000010259","JHS 259 WILLIAM MCKINLEY",2014,"Grade 8 ELA",14,14
"332000010264","PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS",2014,"Grade 3 ELA",1,1
"332000010310","SCHOOL FOR FUTURE LEADERS (THE)",2014,"Grade 3 ELA",1,1
"332000010310","SCHOOL FOR FUTURE LEADERS (THE)",2014,"Grade 4 ELA",3,3
"332000010503","PS 503 THE SCHOOL OF DISCOVERY",2014,"Grade 4 ELA",4,4
"332000010503","PS 503 THE SCHOOL OF DISCOVERY",2014,"Grade 5 ELA",3,3
"332000010503","PS 503 THE SCHOOL OF DISCOVERY",2014,"Grade 3 ELA",5,4
"332000010506","PS 506 THE SCHOOL OF JOURNALISM AND TECHNOLOGY",2014,"Grade 3 ELA",1,1
"332000010506","PS 506 THE SCHOOL OF JOURNALISM AND TECHNOLOGY",2014,"Grade 4 ELA",3,3
"332000010506","PS 506 THE SCHOOL OF JOURNALISM AND TECHNOLOGY",2014,"Grade 5 ELA",3,3
"332000010971","SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING",2014,"Grade 3 ELA",1,1
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",2014,"Grade 6 ELA",1,1
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",2014,"Grade 7 ELA",1,1
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Grade 4 ELA",52,52
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Grade 8 ELA",58,58
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Grade 7 ELA",56,55
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Grade 5 ELA",43,42
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Grade 3 ELA",43,42
"332100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #21",2014,"Grade 6 ELA",54,53
"332100010090","PS 90 EDNA COHEN SCHOOL",2014,"Grade 4 ELA",1,1
"332100010090","PS 90 EDNA COHEN SCHOOL",2014,"Grade 5 ELA",1,1
"332100010095","PS 95 THE GRAVESEND",2014,"Grade 3 ELA",3,3
"332100010095","PS 95 THE GRAVESEND",2014,"Grade 4 ELA",2,2
"332100010095","PS 95 THE GRAVESEND",2014,"Grade 5 ELA",3,3
"332100010096","IS 96 SETH LOW",2014,"Grade 8 ELA",11,11
"332100010096","IS 96 SETH LOW",2014,"Grade 6 ELA",9,9
"332100010096","IS 96 SETH LOW",2014,"Grade 7 ELA",6,6
"332100010097","PS 97 THE HIGHLAWN",2014,"Grade 4 ELA",5,5
"332100010097","PS 97 THE HIGHLAWN",2014,"Grade 3 ELA",1,1
"332100010098","IS 98 BAY ACADEMY",2014,"Grade 6 ELA",1,1
"332100010099","PS 99 ISAAC ASIMOV",2014,"Grade 3 ELA",3,3
"332100010099","PS 99 ISAAC ASIMOV",2014,"Grade 4 ELA",4,4
"332100010099","PS 99 ISAAC ASIMOV",2014,"Grade 5 ELA",3,3
"332100010099","PS 99 ISAAC ASIMOV",2014,"Grade 6 ELA",2,1
"332100010099","PS 99 ISAAC ASIMOV",2014,"Grade 7 ELA",5,5
"332100010099","PS 99 ISAAC ASIMOV",2014,"Grade 8 ELA",1,1
"332100010100","PS 100 THE CONEY ISLAND SCHOOL",2014,"Grade 5 ELA",2,2
"332100010100","PS 100 THE CONEY ISLAND SCHOOL",2014,"Grade 3 ELA",2,2
"332100010100","PS 100 THE CONEY ISLAND SCHOOL",2014,"Grade 4 ELA",2,2
"332100010101","PS 101 THE VERRAZANO",2014,"Grade 5 ELA",2,2
"332100010101","PS 101 THE VERRAZANO",2014,"Grade 3 ELA",6,6
"332100010101","PS 101 THE VERRAZANO",2014,"Grade 4 ELA",3,3
"332100010121","PS 121 NELSON A ROCKEFELLER",2014,"Grade 5 ELA",1,1
"332100010121","PS 121 NELSON A ROCKEFELLER",2014,"Grade 6 ELA",2,2
"332100010121","PS 121 NELSON A ROCKEFELLER",2014,"Grade 8 ELA",1,1
"332100010128","PS 128 BENSONHURST",2014,"Grade 3 ELA",2,2
"332100010128","PS 128 BENSONHURST",2014,"Grade 4 ELA",3,3
"332100010128","PS 128 BENSONHURST",2014,"Grade 5 ELA",3,3
"332100010153","PS 153 HOMECREST",2014,"Grade 3 ELA",4,4
"332100010153","PS 153 HOMECREST",2014,"Grade 4 ELA",6,6
"332100010177","PS 177 THE MARLBORO",2014,"Grade 3 ELA",3,2
"332100010177","PS 177 THE MARLBORO",2014,"Grade 5 ELA",4,4
"332100010177","PS 177 THE MARLBORO",2014,"Grade 4 ELA",4,4
"332100010188","PS 188 MICHAEL E BERDY",2014,"Grade 4 ELA",1,1
"332100010199","PS 199 FREDERICK WACHTEL",2014,"Grade 3 ELA",3,3
"332100010199","PS 199 FREDERICK WACHTEL",2014,"Grade 4 ELA",1,1
"332100010209","PS 209 MARGARET MEAD",2014,"Grade 3 ELA",1,1
"332100010209","PS 209 MARGARET MEAD",2014,"Grade 5 ELA",4,4
"332100010209","PS 209 MARGARET MEAD",2014,"Grade 6 ELA",2,2
"332100010209","PS 209 MARGARET MEAD",2014,"Grade 7 ELA",1,1
"332100010212","PS 212 LADY DEBORAH MOODY",2014,"Grade 5 ELA",2,2
"332100010212","PS 212 LADY DEBORAH MOODY",2014,"Grade 3 ELA",1,1
"332100010212","PS 212 LADY DEBORAH MOODY",2014,"Grade 4 ELA",2,2
"332100010215","PS 215 MORRIS H WEISS",2014,"Grade 4 ELA",1,1
"332100010215","PS 215 MORRIS H WEISS",2014,"Grade 5 ELA",1,1
"332100010216","PS 216 ARTURO TOSCANINI",2014,"Grade 3 ELA",1,1
"332100010216","PS 216 ARTURO TOSCANINI",2014,"Grade 4 ELA",1,1
"332100010225","PS 225 THE EILEEN E ZAGLIN",2014,"Grade 3 ELA",4,4
"332100010225","PS 225 THE EILEEN E ZAGLIN",2014,"Grade 4 ELA",8,8
"332100010225","PS 225 THE EILEEN E ZAGLIN",2014,"Grade 5 ELA",2,2
"332100010225","PS 225 THE EILEEN E ZAGLIN",2014,"Grade 6 ELA",10,10
"332100010225","PS 225 THE EILEEN E ZAGLIN",2014,"Grade 7 ELA",9,9
"332100010225","PS 225 THE EILEEN E ZAGLIN",2014,"Grade 8 ELA",12,12
"332100010226","PS 226 ALFRED DE B MASON",2014,"Grade 5 ELA",3,3
"332100010226","PS 226 ALFRED DE B MASON",2014,"Grade 8 ELA",1,1
"332100010226","PS 226 ALFRED DE B MASON",2014,"Grade 6 ELA",6,6
"332100010226","PS 226 ALFRED DE B MASON",2014,"Grade 3 ELA",3,3
"332100010226","PS 226 ALFRED DE B MASON",2014,"Grade 4 ELA",2,2
"332100010226","PS 226 ALFRED DE B MASON",2014,"Grade 7 ELA",3,3
"332100010228","IS 228 DAVID A BOODY",2014,"Grade 6 ELA",7,7
"332100010228","IS 228 DAVID A BOODY",2014,"Grade 7 ELA",8,8
"332100010228","IS 228 DAVID A BOODY",2014,"Grade 8 ELA",8,8
"332100010238","PS 238 ANNE SULLIVAN",2014,"Grade 8 ELA",2,2
"332100010238","PS 238 ANNE SULLIVAN",2014,"Grade 3 ELA",2,2
"332100010238","PS 238 ANNE SULLIVAN",2014,"Grade 4 ELA",1,1
"332100010238","PS 238 ANNE SULLIVAN",2014,"Grade 5 ELA",4,4
"332100010238","PS 238 ANNE SULLIVAN",2014,"Grade 6 ELA",1,1
"332100010238","PS 238 ANNE SULLIVAN",2014,"Grade 7 ELA",3,3
"332100010253","PS 253",2014,"Grade 5 ELA",5,5
"332100010253","PS 253",2014,"Grade 3 ELA",4,4
"332100010253","PS 253",2014,"Grade 4 ELA",4,4
"332100010281","IS 281 JOSEPH B CAVALLARO",2014,"Grade 5 ELA",1,0
"332100010281","IS 281 JOSEPH B CAVALLARO",2014,"Grade 6 ELA",9,9
"332100010281","IS 281 JOSEPH B CAVALLARO",2014,"Grade 7 ELA",11,10
"332100010281","IS 281 JOSEPH B CAVALLARO",2014,"Grade 8 ELA",14,14
"332100010288","PS 288 THE SHIRLEY TANYHILL",2014,"Grade 4 ELA",1,1
"332100010288","PS 288 THE SHIRLEY TANYHILL",2014,"Grade 5 ELA",1,1
"332100010303","IS 303 HERBERT S EISENBERG",2014,"Grade 8 ELA",5,5
"332100010303","IS 303 HERBERT S EISENBERG",2014,"Grade 6 ELA",3,3
"332100010303","IS 303 HERBERT S EISENBERG",2014,"Grade 7 ELA",6,6
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2014,"Grade 8 ELA",3,3
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2014,"Grade 7 ELA",4,4
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",2014,"Grade 6 ELA",2,2
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Grade 3 ELA",44,43
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Grade 4 ELA",37,36
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Grade 5 ELA",52,50
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Grade 6 ELA",41,41
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Grade 7 ELA",36,36
"332200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #22",2014,"Grade 8 ELA",33,33
"332200010014","JHS 14 SHELL BANK",2014,"Grade 6 ELA",6,6
"332200010014","JHS 14 SHELL BANK",2014,"Grade 7 ELA",3,3
"332200010014","JHS 14 SHELL BANK",2014,"Grade 8 ELA",7,7
"332200010052","PS 52 SHEEPSHEAD BAY",2014,"Grade 3 ELA",5,5
"332200010052","PS 52 SHEEPSHEAD BAY",2014,"Grade 4 ELA",2,2
"332200010052","PS 52 SHEEPSHEAD BAY",2014,"Grade 5 ELA",3,3
"332200010078","JHS 78 ROY H MANN",2014,"Grade 6 ELA",4,4
"332200010078","JHS 78 ROY H MANN",2014,"Grade 7 ELA",2,2
"332200010078","JHS 78 ROY H MANN",2014,"Grade 8 ELA",5,5
"332200010109","PS 109",2014,"Grade 4 ELA",1,1
"332200010109","PS 109",2014,"Grade 5 ELA",1,1
"332200010119","PS 119 AMERSFORT",2014,"Grade 3 ELA",2,2
"332200010134","PS 134",2014,"Grade 5 ELA",3,3
"332200010134","PS 134",2014,"Grade 3 ELA",4,4
"332200010134","PS 134",2014,"Grade 4 ELA",2,2
"332200010139","PS 139 ALEXINE A FENTY",2014,"Grade 5 ELA",3,3
"332200010139","PS 139 ALEXINE A FENTY",2014,"Grade 3 ELA",2,2
"332200010139","PS 139 ALEXINE A FENTY",2014,"Grade 4 ELA",1,1
"332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY",2014,"Grade 3 ELA",1,1
"332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY",2014,"Grade 5 ELA",2,2
"332200010193","PS 193 GIL HODGES",2014,"Grade 3 ELA",1,1
"332200010193","PS 193 GIL HODGES",2014,"Grade 4 ELA",2,2
"332200010195","PS 195 MANHATTAN BEACH",2014,"Grade 3 ELA",4,3
"332200010197","PS 197-THE KINGS HIGHWAY ACADEMY",2014,"Grade 3 ELA",4,4
"332200010197","PS 197-THE KINGS HIGHWAY ACADEMY",2014,"Grade 4 ELA",4,4
"332200010197","PS 197-THE KINGS HIGHWAY ACADEMY",2014,"Grade 5 ELA",5,5
"332200010198","PS 198",2014,"Grade 3 ELA",1,1
"332200010203","PS 203 FLOYD BENNETT SCHOOL",2014,"Grade 3 ELA",1,1
"332200010203","PS 203 FLOYD BENNETT SCHOOL",2014,"Grade 4 ELA",3,3
"332200010203","PS 203 FLOYD BENNETT SCHOOL",2014,"Grade 5 ELA",2,2
"332200010206","PS 206 JOSEPH F LAMB",2014,"Grade 3 ELA",2,2
"332200010206","PS 206 JOSEPH F LAMB",2014,"Grade 4 ELA",4,3
"332200010206","PS 206 JOSEPH F LAMB",2014,"Grade 5 ELA",5,5
"332200010207","PS 207 ELIZABETH G LEARY",2014,"Grade 5 ELA",2,2
"332200010207","PS 207 ELIZABETH G LEARY",2014,"Grade 7 ELA",1,1
"332200010217","PS 217 COLONEL DAVID MARCUS SCHOOL",2014,"Grade 3 ELA",5,5
"332200010217","PS 217 COLONEL DAVID MARCUS SCHOOL",2014,"Grade 4 ELA",4,4
"332200010217","PS 217 COLONEL DAVID MARCUS SCHOOL",2014,"Grade 5 ELA",7,6
"332200010222","PS 222 KATHERINE R SNYDER",2014,"Grade 5 ELA",1,0
"332200010222","PS 222 KATHERINE R SNYDER",2014,"Grade 4 ELA",1,1
"332200010234","JHS 234 ARTHUR W CUNNINGHAM",2014,"Grade 8 ELA",8,8
"332200010234","JHS 234 ARTHUR W CUNNINGHAM",2014,"Grade 6 ELA",16,16
"332200010234","JHS 234 ARTHUR W CUNNINGHAM",2014,"Grade 7 ELA",15,15
"332200010236","PS 236 MILL BASIN",2014,"Grade 4 ELA",1,1
"332200010240","ANDRIES HUDDE SCHOOL",2014,"Grade 6 ELA",8,8
"332200010240","ANDRIES HUDDE SCHOOL",2014,"Grade 7 ELA",8,8
"332200010240","ANDRIES HUDDE SCHOOL",2014,"Grade 8 ELA",6,6
"332200010251","PS 251 PAERDEGAT",2014,"Grade 4 ELA",1,1
"332200010251","PS 251 PAERDEGAT",2014,"Grade 5 ELA",1,1
"332200010254","PS 254 DAG HAMMARSKJOLD",2014,"Grade 5 ELA",2,2
"332200010254","PS 254 DAG HAMMARSKJOLD",2014,"Grade 3 ELA",1,1
"332200010254","PS 254 DAG HAMMARSKJOLD",2014,"Grade 4 ELA",4,4
"332200010255","PS 255 BARBARA REING SCHOOL",2014,"Grade 5 ELA",7,7
"332200010255","PS 255 BARBARA REING SCHOOL",2014,"Grade 3 ELA",2,2
"332200010255","PS 255 BARBARA REING SCHOOL",2014,"Grade 4 ELA",4,4
"332200010269","PS 269 NOSTRAND",2014,"Grade 3 ELA",6,6
"332200010269","PS 269 NOSTRAND",2014,"Grade 5 ELA",7,7
"332200010278","JHS 278 MARINE PARK",2014,"Grade 6 ELA",7,7
"332200010278","JHS 278 MARINE PARK",2014,"Grade 7 ELA",6,6
"332200010278","JHS 278 MARINE PARK",2014,"Grade 8 ELA",5,5
"332200010315","PS 315",2014,"Grade 3 ELA",3,3
"332200010315","PS 315",2014,"Grade 4 ELA",3,3
"332200010315","PS 315",2014,"Grade 5 ELA",1,1
"332200010381","IS 381",2014,"Grade 7 ELA",1,1
"332200010381","IS 381",2014,"Grade 8 ELA",2,2
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Grade 3 ELA",9,9
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Grade 4 ELA",7,7
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Grade 5 ELA",5,5
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Grade 6 ELA",5,4
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Grade 7 ELA",3,3
"332300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #23",2014,"Grade 8 ELA",11,11
"332300010041","PS 41 FRANCIS WHITE",2014,"Grade 4 ELA",1,1
"332300010041","PS 41 FRANCIS WHITE",2014,"Grade 8 ELA",1,1
"332300010155","PS/IS 155 NICHOLAS HERKIMER",2014,"Grade 7 ELA",1,1
