"DISTRICT_BEDS","DISTRICT_NAME","DISTRICT_NEEDS","PER_PUPIL_EXPENDITURE","DISTRICT_ID","HEDI"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3012758","Suppressed"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3013006","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3015733","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3016290","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3016799","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3018343","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3018613","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3019101","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3019174","Suppressed"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3019333","Suppressed"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3019626","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3019721","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3021287","Suppressed"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3023116","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3023236","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3023451","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3025543","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3028520","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3029323","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3029330","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3031014","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3031070","Effective"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","Average Needs","Low","3032977","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3000363","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3001639","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3001724","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3001863","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3002183","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3002768","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3004251","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3004679","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3005408","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3006705","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3007080","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3007584","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3009026","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3009569","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3011185","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3011693","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3012208","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3012754","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3013332","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3016436","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3018173","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3020925","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3023904","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3025395","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3026429","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3027807","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3028156","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3029688","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3031584","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3031629","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3032754","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3033723","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3034179","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3034297","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3035628","Effective"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3036787","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3039039","Suppressed"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT","Average Needs","Low","3039284","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3000952","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3004994","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3005999","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3007090","Highly Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3007127","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3007829","Highly Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3008235","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3008554","Effective"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT","Average Needs","Medium","3008778","Effective"
